CVE_AGEBC,NOM_MUN,NOM_LOC,NIVEL,area_techos_m2,factor_nse,score_solar,score_eficiencia
1900900010250,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,D,0.0,0.0,0.0,0.0
190090001027A,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,C,0.0,0.6,0.0,0.0
1900900010299,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,N/D,0.0,0.0,0.0,0.0
190090001034A,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,D,0.0,0.0,0.0,0.0
1900900010369,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,C+,0.0,0.9,0.0,0.0
1900900010388,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,C,0.0,0.6,0.0,0.0
1900900010392,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,D,0.0,0.0,0.0,0.0
1900900010405,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,D,0.0,0.0,0.0,0.0
190090001041A,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,C,0.0,0.6,0.0,0.0
1900900010424,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,D,0.0,0.0,0.0,0.0
1902600010406,GUADALUPE,GUADALUPE,D,31269607.009304155,0.0,0.0,0.0
1902600010317,GUADALUPE,GUADALUPE,D,51955079.77066626,0.0,0.0,0.0
1902600010590,GUADALUPE,GUADALUPE,D,40102658.147181824,0.0,0.0,0.0
1902600010618,GUADALUPE,GUADALUPE,D,44388142.58025704,0.0,0.0,0.0
1902600010730,GUADALUPE,GUADALUPE,D,47671824.0223109,0.0,0.0,0.0
1902600010957,GUADALUPE,GUADALUPE,D,48821880.59440841,0.0,0.0,0.0
1904500010219,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1904500010346,SALINAS VICTORIA,SALINAS VICTORIA,C-,0.0,0.25,0.0,0.0
1903900013663,MONTERREY,MONTERREY,D,37028896.7030811,0.0,0.0,0.0
1904504640473,SALINAS VICTORIA,MISSION,D,0.0,0.0,0.0,0.0
1903900013714,MONTERREY,MONTERREY,D,36225170.36889818,0.0,0.0,0.0
1903900012858,MONTERREY,MONTERREY,N/D,12198493.997051278,0.0,0.0,0.0
1904502410399,SALINAS VICTORIA,CIUDAD SATÉLITE DEL NORTE,D,0.0,0.0,0.0,0.0
1903900012862,MONTERREY,MONTERREY,N/D,895839.1629767728,0.0,0.0,0.0
1903900012881,MONTERREY,MONTERREY,N/D,1024402.9592137502,0.0,0.0,0.0
1904500010488,SALINAS VICTORIA,SALINAS VICTORIA,C-,0.0,0.25,0.0,0.0
1904600011676,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,D,26619668.158443674,0.0,0.0,0.0
1904600011233,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,D,29015191.1113074,0.0,0.0,0.0
1903900013894,MONTERREY,MONTERREY,D,5757429.386696723,0.0,0.0,0.0
1900600010367,APODACA,CIUDAD APODACA,D,5329356.150544346,0.0,0.0,0.0
1900600010475,APODACA,CIUDAD APODACA,D,37977948.01610495,0.0,0.0,0.0
190450385037A,SALINAS VICTORIA,EMILIANO ZAPATA,D,0.0,0.0,0.0,0.0
1900600010460,APODACA,CIUDAD APODACA,D,42224089.71726582,0.0,0.0,0.0
1904500010308,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1900900010157,CADEREYTA JIMÉNEZ,CADEREYTA JIMÉNEZ,D+,0.0,0.1,0.0,0.0
1904500010312,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1904500010469,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1900604060371,APODACA,CIUDAD NATURA,D,0.0,0.0,0.0,0.0
1900600013075,APODACA,CIUDAD APODACA,N/D,241982593.08841917,0.0,0.0,0.0
1902600011334,GUADALUPE,GUADALUPE,D,22962083.41214761,0.0,0.0,0.0
1902600011349,GUADALUPE,GUADALUPE,D,25152364.763081737,0.0,0.0,0.0
1902600011353,GUADALUPE,GUADALUPE,D,27783096.838860393,0.0,0.0,0.0
1902600011565,GUADALUPE,GUADALUPE,D,32297196.435100857,0.0,0.0,0.0
1902600011584,GUADALUPE,GUADALUPE,D,51806163.109838754,0.0,0.0,0.0
1902600011599,GUADALUPE,GUADALUPE,D,23920970.408150055,0.0,0.0,0.0
1902600011601,GUADALUPE,GUADALUPE,D,36757752.34141856,0.0,0.0,0.0
1900600010992,APODACA,CIUDAD APODACA,N/D,25496908.369444042,0.0,0.0,0.0
1900600010013,APODACA,CIUDAD APODACA,N/D,9877806.96168194,0.0,0.0,0.0
1904500010492,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1904503850384,SALINAS VICTORIA,EMILIANO ZAPATA,D,0.0,0.0,0.0,0.0
190260001196A,GUADALUPE,GUADALUPE,D,24872029.37930999,0.0,0.0,0.0
1904500010223,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1902600012506,GUADALUPE,GUADALUPE,D,23491128.95932737,0.0,0.0,0.0
1904500010191,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1900601332857,APODACA,SANTA ROSA,C+,0.0,0.9,0.0,0.0
1904500010187,SALINAS VICTORIA,SALINAS VICTORIA,D,0.0,0.0,0.0,0.0
1904103710578,PESQUERÍA,LAS HACIENDAS,D,0.0,0.0,0.0,0.0
1904505510331,SALINAS VICTORIA,VALLE DEL NORTE,D,0.0,0.0,0.0,0.0
1900600013037,APODACA,CIUDAD APODACA,N/D,448507383.2690899,0.0,0.0,0.0
1900600010437,APODACA,CIUDAD APODACA,D,28841132.67657396,0.0,0.0,0.0
1900600010564,APODACA,CIUDAD APODACA,D,110189230.08465207,0.0,0.0,0.0
190060001094A,APODACA,CIUDAD APODACA,N/D,48775409.75516687,0.0,0.0,0.0
1900601333022,APODACA,SANTA ROSA,N/D,55331095.06809775,0.0,0.0,0.0
190450551044A,SALINAS VICTORIA,VALLE DEL NORTE,D,0.0,0.0,0.0,0.0
1900600010422,APODACA,CIUDAD APODACA,D,38663406.709079035,0.0,0.0,0.0
1903900013911,MONTERREY,MONTERREY,D,8576494.530745164,0.0,0.0,0.0
1900100010021,ABASOLO,ABASOLO,D,0.0,0.0,0.0,0.0
1903900011008,MONTERREY,MONTERREY,D,33342928.459650196,0.0,0.0,0.0
190450559051A,SALINAS VICTORIA,BOSQUES DE LOS NOGALES,D,0.0,0.0,0.0,0.0
1903900012951,MONTERREY,MONTERREY,D,38178363.87095518,0.0,0.0,0.0
1902500030038,GENERAL ZUAZUA,VALLE DE SANTA ELENA,D,0.0,0.0,0.0,0.0
1903900013165,MONTERREY,MONTERREY,D,20494450.536322888,0.0,0.0,0.0
1903900012519,MONTERREY,MONTERREY,D,41590609.109246,0.0,0.0,0.0
1903900014341,MONTERREY,MONTERREY,D,3722713.91298574,0.0,0.0,0.0
1903900010118,MONTERREY,MONTERREY,D,33513597.820098884,0.0,0.0,0.0
1902600010228,GUADALUPE,GUADALUPE,D,37866440.10458365,0.0,0.0,0.0
1902600010603,GUADALUPE,GUADALUPE,D,19345222.813914582,0.0,0.0,0.0
1902600010798,GUADALUPE,GUADALUPE,D,41560365.30503094,0.0,0.0,0.0
1900601332518,APODACA,SANTA ROSA,D,24626855.641242594,0.0,0.0,0.0
1903900010264,MONTERREY,MONTERREY,D,34885933.4599597,0.0,0.0,0.0
1900600013003,APODACA,CIUDAD APODACA,N/D,29961737.456381653,0.0,0.0,0.0
1903900010283,MONTERREY,MONTERREY,D,25794225.96240354,0.0,0.0,0.0
1903900010315,MONTERREY,MONTERREY,D,34357440.47923941,0.0,0.0,0.0
1902600010815,GUADALUPE,GUADALUPE,D,46043650.11171489,0.0,0.0,0.0
190390001032A,MONTERREY,MONTERREY,D,31963317.361406345,0.0,0.0,0.0
1902600011476,GUADALUPE,GUADALUPE,D,33202263.457950797,0.0,0.0,0.0
1903900010391,MONTERREY,MONTERREY,D,33469042.544583518,0.0,0.0,0.0
1902600012402,GUADALUPE,GUADALUPE,D,76558027.70309572,0.0,0.0,0.0
1902600012205,GUADALUPE,GUADALUPE,D,31229103.88782491,0.0,0.0,0.0
1903900010438,MONTERREY,MONTERREY,D,39663791.44618777,0.0,0.0,0.0
1902600012239,GUADALUPE,GUADALUPE,D,44170284.044169515,0.0,0.0,0.0
1903900010442,MONTERREY,MONTERREY,D,24898663.082656503,0.0,0.0,0.0
1903900010527,MONTERREY,MONTERREY,D,29109182.66606346,0.0,0.0,0.0
1904600011604,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,D,18067910.186200842,0.0,0.0,0.0
1902600012648,GUADALUPE,GUADALUPE,D,17337343.65125192,0.0,0.0,0.0
1903900012580,MONTERREY,MONTERREY,N/D,315754.89382385457,0.0,0.0,0.0
1903900010423,MONTERREY,MONTERREY,D,42071618.21221572,0.0,0.0,0.0
1903900010334,MONTERREY,MONTERREY,D,26552697.10355576,0.0,0.0,0.0
190390001299A,MONTERREY,MONTERREY,D,51023139.59900402,0.0,0.0,0.0
1903900011050,MONTERREY,MONTERREY,D,19244582.042762887,0.0,0.0,0.0
1903900011116,MONTERREY,MONTERREY,N/D,90112390.85951558,0.0,0.0,0.0
1903900010809,MONTERREY,MONTERREY,D,27261952.992051072,0.0,0.0,0.0
1903900010851,MONTERREY,MONTERREY,D,78654022.79716207,0.0,0.0,0.0
1903900010029,MONTERREY,MONTERREY,D,35522434.76462463,0.0,0.0,0.0
1903900013377,MONTERREY,MONTERREY,D,21140474.40297271,0.0,0.0,0.0
1903900014036,MONTERREY,MONTERREY,D,20602643.049087357,0.0,0.0,0.0
1903900013998,MONTERREY,MONTERREY,D,37357747.421994425,0.0,0.0,0.0
1904600011765,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,D,34550820.321172364,0.0,0.0,0.0
1903900012398,MONTERREY,MONTERREY,D,85687125.5310761,0.0,0.0,0.0
1903900014002,MONTERREY,MONTERREY,D,34492837.68069185,0.0,0.0,0.0
1902600010302,GUADALUPE,GUADALUPE,D,52087861.490877196,0.0,0.0,0.0
1902600010779,GUADALUPE,GUADALUPE,D,9507329.569488449,0.0,0.0,0.0
1902600011118,GUADALUPE,GUADALUPE,N/D,21584203.688810103,0.0,0.0,0.0
1900600012255,APODACA,CIUDAD APODACA,N/D,9713068.481231578,0.0,0.0,0.0
1904600010926,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,D,40029111.551426195,0.0,0.0,0.0
1900600011651,APODACA,CIUDAD APODACA,N/D,16522160.772475967,0.0,0.0,0.0
1900600010136,APODACA,CIUDAD APODACA,N/D,61867772.09482281,0.0,0.0,0.0
1900600011011,APODACA,CIUDAD APODACA,N/D,43731012.127771854,0.0,0.0,0.0
1900600011026,APODACA,CIUDAD APODACA,N/D,92117912.4052845,0.0,0.0,0.0
1900600010761,APODACA,CIUDAD APODACA,D,38730340.92620299,0.0,0.0,0.0
1900600010776,APODACA,CIUDAD APODACA,D,36145748.14979018,0.0,0.0,0.0
1900600010988,APODACA,CIUDAD APODACA,N/D,57507230.717669405,0.0,0.0,0.0
1904700010209,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1900600011416,APODACA,CIUDAD APODACA,D,22780823.19455906,0.0,0.0,0.0
1904700010285,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1904700010270,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1904700010162,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1900600010117,APODACA,CIUDAD APODACA,D,57035338.961280964,0.0,0.0,0.0
1904700010158,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1902600012690,GUADALUPE,GUADALUPE,E,264642.49632276397,0.0,0.0,0.0
1902600012099,GUADALUPE,GUADALUPE,D,33840275.11093829,0.0,0.0,0.0
1904700010232,HIDALGO,HIDALGO,D+,0.0,0.1,0.0,0.0
1902600012050,GUADALUPE,GUADALUPE,D,48064569.84282108,0.0,0.0,0.0
1902600012101,GUADALUPE,GUADALUPE,D,25732412.19447069,0.0,0.0,0.0
1904700010069,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1904700010088,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1904700010073,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1900600010210,APODACA,CIUDAD APODACA,N/D,61504864.86312408,0.0,0.0,0.0
1900600010225,APODACA,CIUDAD APODACA,N/D,49575544.40736323,0.0,0.0,0.0
190470001011A,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1902600572830,GUADALUPE,LAS ESCOBAS,D,14005552.089460107,0.0,0.0,0.0
1902600011300,GUADALUPE,GUADALUPE,D,32322246.114596885,0.0,0.0,0.0
1902600011014,GUADALUPE,GUADALUPE,D,24055188.801155623,0.0,0.0,0.0
1903900011084,MONTERREY,MONTERREY,D,20186118.45193793,0.0,0.0,0.0
1903900010847,MONTERREY,MONTERREY,D,22127726.47722801,0.0,0.0,0.0
1903900010993,MONTERREY,MONTERREY,D,67529423.29521118,0.0,0.0,0.0
1903900011031,MONTERREY,MONTERREY,D,28162415.294405423,0.0,0.0,0.0
1903900010777,MONTERREY,MONTERREY,D,34803785.2463183,0.0,0.0,0.0
1904700010105,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1903900014572,MONTERREY,MONTERREY,D,26235984.42786882,0.0,0.0,0.0
1903900010955,MONTERREY,MONTERREY,D,47903441.46323926,0.0,0.0,0.0
1903900013697,MONTERREY,MONTERREY,D,15570843.93696828,0.0,0.0,0.0
1903900013907,MONTERREY,MONTERREY,D,9164425.243622573,0.0,0.0,0.0
1903900013860,MONTERREY,MONTERREY,D,21142242.615643017,0.0,0.0,0.0
1903900015053,MONTERREY,MONTERREY,D,15300859.964870628,0.0,0.0,0.0
1903900015265,MONTERREY,MONTERREY,N/D,13189982.414162524,0.0,0.0,0.0
1903900015123,MONTERREY,MONTERREY,D,2629958.4827353964,0.0,0.0,0.0
1903900011027,MONTERREY,MONTERREY,D,24190475.489316165,0.0,0.0,0.0
1902600011480,GUADALUPE,GUADALUPE,D,67734683.31602277,0.0,0.0,0.0
1902600010641,GUADALUPE,GUADALUPE,D,60359099.890528455,0.0,0.0,0.0
1902600012686,GUADALUPE,GUADALUPE,D,1709493.274548188,0.0,0.0,0.0
190260001164A,GUADALUPE,GUADALUPE,D,21124449.97564804,0.0,0.0,0.0
1904700010124,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1900600012325,APODACA,CIUDAD APODACA,D,2268119.5461916393,0.0,0.0,0.0
1904700010177,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1900600010386,APODACA,CIUDAD APODACA,D,40513178.18880499,0.0,0.0,0.0
1900601332679,APODACA,SANTA ROSA,C+,0.0,0.9,0.0,0.0
1902600010783,GUADALUPE,GUADALUPE,D,14790343.81296514,0.0,0.0,0.0
1902600011230,GUADALUPE,GUADALUPE,D,18811811.991705004,0.0,0.0,0.0
1902600012900,GUADALUPE,GUADALUPE,N/D,221469097.4281265,0.0,0.0,0.0
190260001004A,GUADALUPE,GUADALUPE,N/D,1588094.4234023546,0.0,0.0,0.0
1904700010247,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1900600010070,APODACA,CIUDAD APODACA,D,40736986.023772836,0.0,0.0,0.0
1904700010092,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1904700010321,HIDALGO,HIDALGO,E,0.0,0.0,0.0,0.0
1900600010723,APODACA,CIUDAD APODACA,D,42330182.47748431,0.0,0.0,0.0
1900600010954,APODACA,CIUDAD APODACA,N/D,11998207.074374931,0.0,0.0,0.0
1904700010317,HIDALGO,HIDALGO,E,0.0,0.0,0.0,0.0
1903100010694,JUÁREZ,CIUDAD BENITO JUÁREZ,D,12103415.728258258,0.0,0.0,0.0
1904700010213,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1903103130463,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,0.0,0.0,0.0,0.0
1903103130425,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,4354186.862869484,0.0,0.0,0.0
1903103130406,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,21842712.697432738,0.0,0.0,0.0
190310001157A,JUÁREZ,CIUDAD BENITO JUÁREZ,D,5028317.943424409,0.0,0.0,0.0
1903100011669,JUÁREZ,CIUDAD BENITO JUÁREZ,D,6600222.169564256,0.0,0.0,0.0
1904700010266,HIDALGO,HIDALGO,N/D,0.0,0.0,0.0,0.0
1903900012383,MONTERREY,MONTERREY,D,53067027.675942235,0.0,0.0,0.0
1903900012716,MONTERREY,MONTERREY,D,50766104.10093998,0.0,0.0,0.0
1903900012735,MONTERREY,MONTERREY,N/D,915123.7324123193,0.0,0.0,0.0
1903100010340,JUÁREZ,CIUDAD BENITO JUÁREZ,D,22598181.56082183,0.0,0.0,0.0
1903100010745,JUÁREZ,CIUDAD BENITO JUÁREZ,D,5188101.7446215125,0.0,0.0,0.0
1903100011160,JUÁREZ,CIUDAD BENITO JUÁREZ,D,14108642.571915459,0.0,0.0,0.0
1903900012773,MONTERREY,MONTERREY,N/D,259301.0205478752,0.0,0.0,0.0
1903100450904,JUÁREZ,JARDINES DE LA SILLA (JARDINES),D,18391290.4971654,0.0,0.0,0.0
1903900013057,MONTERREY,MONTERREY,N/D,2674182.2183750784,0.0,0.0,0.0
1903103130355,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,0.0,0.0,0.0,0.0
1903103130410,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,24738676.673757594,0.0,0.0,0.0
1903103130497,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,0.0,0.0,0.0,0.0
1903900013305,MONTERREY,MONTERREY,D,26459976.451656483,0.0,0.0,0.0
1903100011404,JUÁREZ,CIUDAD BENITO JUÁREZ,D,5021005.647277406,0.0,0.0,0.0
190310313043A,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,1928162.2414429442,0.0,0.0,0.0
1903900014040,MONTERREY,MONTERREY,D,20504157.2871276,0.0,0.0,0.0
1903900014178,MONTERREY,MONTERREY,D,27333584.02408053,0.0,0.0,0.0
1903100011349,JUÁREZ,CIUDAD BENITO JUÁREZ,N/D,173045.3962244131,0.0,0.0,0.0
1903100011353,JUÁREZ,CIUDAD BENITO JUÁREZ,D,514568.3059416103,0.0,0.0,0.0
1903100011584,JUÁREZ,CIUDAD BENITO JUÁREZ,D,22215437.193228077,0.0,0.0,0.0
1903100011620,JUÁREZ,CIUDAD BENITO JUÁREZ,D,19613420.154459946,0.0,0.0,0.0
1903103130444,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,0.0,0.0,0.0,0.0
1903103130482,JUÁREZ,ARBOLEDAS DE SAN ROQUE,D,0.0,0.0,0.0,0.0
1903100011936,JUÁREZ,CIUDAD BENITO JUÁREZ,D,8460713.438603954,0.0,0.0,0.0
1903900014479,MONTERREY,MONTERREY,D,30401101.467189226,0.0,0.0,0.0
1903100010069,JUÁREZ,CIUDAD BENITO JUÁREZ,D,47720044.65534075,0.0,0.0,0.0
1903100010124,JUÁREZ,CIUDAD BENITO JUÁREZ,D,23090776.140558466,0.0,0.0,0.0
1903100010139,JUÁREZ,CIUDAD BENITO JUÁREZ,D,16919050.841432184,0.0,0.0,0.0
1903100010196,JUÁREZ,CIUDAD BENITO JUÁREZ,D,25713477.58379281,0.0,0.0,0.0
1903100010285,JUÁREZ,CIUDAD BENITO JUÁREZ,D,49425283.16815101,0.0,0.0,0.0
1903100010529,JUÁREZ,CIUDAD BENITO JUÁREZ,N/D,189585.55224458585,0.0,0.0,0.0
1903100010548,JUÁREZ,CIUDAD BENITO JUÁREZ,D,3486970.6424933225,0.0,0.0,0.0
1903100010571,JUÁREZ,CIUDAD BENITO JUÁREZ,D,20258467.8203647,0.0,0.0,0.0
1903100010726,JUÁREZ,CIUDAD BENITO JUÁREZ,D,33477294.20371162,0.0,0.0,0.0
1903100010764,JUÁREZ,CIUDAD BENITO JUÁREZ,D,25771718.088621076,0.0,0.0,0.0
1903900010052,MONTERREY,MONTERREY,D,41263913.399524614,0.0,0.0,0.0
1903100010783,JUÁREZ,CIUDAD BENITO JUÁREZ,D,22151763.118215006,0.0,0.0,0.0
1904700010181,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
190470001029A,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1903100010942,JUÁREZ,CIUDAD BENITO JUÁREZ,D,11187463.146156732,0.0,0.0,0.0
1903100011014,JUÁREZ,CIUDAD BENITO JUÁREZ,D,4438287.478001009,0.0,0.0,0.0
1904700010139,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1903100011071,JUÁREZ,CIUDAD BENITO JUÁREZ,D,9614711.651445696,0.0,0.0,0.0
1903100011141,JUÁREZ,CIUDAD BENITO JUÁREZ,D,9228320.345219433,0.0,0.0,0.0
1904700010302,HIDALGO,HIDALGO,D,0.0,0.0,0.0,0.0
1904600011229,SAN NICOLÁS DE LOS GARZA,SAN NICOLÁS DE LOS GARZA,D,51352450.78996691,0.0,0.0,0.0
